ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
50161	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50162	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50163	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50164	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50165	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50166	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50167	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50168	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50169	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50170	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50171	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50172	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50173	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50174	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50175	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50176	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50177	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50178	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50179	∫Œ»∞¿˝¥ﬁ∞ø	ITEM_QUEST	0	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50180	∫ÛπŸ±∏¥œ	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50181	¥ﬁ∞øπŸ±∏¥œ	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50182	∫”¿∫ ∫Òπ–¿« ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50183	ªÁ≈¡	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	10	5	10	0	0	0	0	0
50184	º“»Ø¿« ∆– ±≥»Ø±« (7¿œ)	ITEM_NONE	0	1	NONE	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50185	º“»Ø¿« ∆– ±≥»Ø±« (30¿œ)	ITEM_NONE	0	1	NONE	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50186	æ∆±Õ¥Î¡¶¿«ªÛ¿⁄	ITEM_GIFTBOX	0	1	NONE	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50187	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	1	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50188	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	10	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50189	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	20	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50190	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50191	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50192	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50193	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	60	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50194	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	70	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50195	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	80	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50196	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	90	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50197	æÀ ºˆ æ¯¥¬ ∫∏µ˚∏Æ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50198	æÀ ºˆ æ¯¥¬ ∫∏µ˚∏Æ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50199	æÀ ºˆ æ¯¥¬ ∫∏µ˚∏Æ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50200	∫∏µ˚∏Æ	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE	NONE		500	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50201	∫Œƒ…	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MALE	ITEM_TUNABLE	WEAR_WEAPON		100000	100000	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50202	∫Œƒ…	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MALE	ITEM_TUNABLE	WEAR_WEAPON		100000	100000	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50212	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	1	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50213	∫”¿∫ ¿⁄∞≥ º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE		0	0	0	0	0	LEVEL	1	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50215	«“∑Œ¿© º±π∞ ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50216	∂ı¡÷ ¡÷∏”¥œ	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE		0	0	0	0	0	REAL_TIME	72000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	10	5	10	0	0	0	0	0
50249	±‚≥‰º±π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50252	øÎ»•ºÆªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50253	¿⁄¡÷∫˚ ±›π⁄ªÛ¿⁄	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50254	æÀ ºˆ æ¯¥¬ ∫∏π∞ªÛ¿⁄	ITEM_GIFTBOX	0	1	NONE	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50255	øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50256	»≠∑¡«—øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50257	∞Ì±Õ«—øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50258	∞Ì¥Î¿«øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50259	¿¸º≥¿«øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50260	øÎ»•ø¯ºÆ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50265	∞ÒµÁ∫º	ITEM_GIFTBOX	0	1	NONE	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50300	±‚º˙ ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	ITEM_STACKABLE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50301	º’¿⁄∫¥π˝º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	20	0	0	0	0	0	0	0
50302	ø¿¿⁄∫¥π˝º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	30	0	0	0	0	0	0	0
50303	¿ß∑·¿⁄	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	40	0	0	0	0	0	0	0
50304	±‚»øΩ≈º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0
50305	ø¨∫¥Ω«±‚	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	70	0	0	0	0	0	0	0	0
50306	π´∫Ò¡ˆ	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	0	0	0	0	0	0	0	0
50307	¿”π´ºˆ«‡º≠(√ ±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50308	¿”π´ºˆ«‡º≠(¡ﬂ±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50309	¿”π´ºˆ«‡º≠(∞Ì±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50310	¿”π´ºˆ«‡º≠(∆Ø±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50311	Ω≈ºˆ æÓπ˝	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	126	50	0	0	0	0	0	0	0
50312	√µ¡∂ æÓπ˝	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	127	50	0	0	0	0	0	0	0
50313	¡¯≥Î æÓπ˝	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	128	50	0	0	0	0	0	0	0
50314	µ–∞©º˙º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	20	80	15	0	0	0	0	0
50315	µ–∞©±‚º˙º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	30	40	25	0	0	0	0	0
50316	±‚πÆµ–∞©º˙º≠	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	40	20	35	0	0	0	0	0
50317	¿”π´ºˆ«‡º≠(≈◊Ω∫∆Æ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50318	¿”π´ºˆ«‡º≠(√ ±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50319	¿”π´ºˆ«‡º≠(¡ﬂ±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50320	¿”π´ºˆ«‡º≠(∞Ì±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50321	¿”π´ºˆ«‡º≠(∆Ø±ﬁ)	ITEM_QUEST	0	1	NONE	NONE	NONE		0	500	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50322	µ–∞©º≠	ITEM_POLYMORPH	0	1	NONE	NONE	NONE		0	300	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
50401	ªÔø¨¬¸ ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
50402	∆»πÊ«≥øÏ ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
50403	¿¸±Õ»• ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
50404	∞À∞Ê ºˆ∑√º≠	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE		1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
